"mz","rt","mca_1_l_d2o","mca_1_l_h2o","mca_1_p_d2o","mca_1_p_h2o","mca_12_l_d2o","mca_12_l_h2o","mca_12_p_d2o","mca_12_p_h2o","mca_13_l_d2o","mca_13_l_h2o","mca_13_p_d2o","mca_13_p_h2o","mca_3_l_d2o","mca_3_l_h2o","mca_3_p_d2o","mca_3_p_h2o"
"148","481",148044.297146484,180117.692726562,30015.6248195044,34704.7944140625,190309.252137096,300235.468428364,26183.6336819774,14618.4295868534,192606.697273706,194195.490302735,1347.08028247872,36565.8781982422,160560.795458985,203227.333161621,38959.344383082,41955.9211788054
"148","395",195604.937214577,217986.931107955,25851.9280114098,35328.8062411222,153923.132283529,221509.16695731,4663.63746441302,9004.15619523409,338800.876775568,353709.312128907,3214.8092331584,65287.5997794596,253941.782372132,351203.371149704,7519.79003851455,43540.1383973694
"149","2277",93019.7793603517,92535.2291612427,89713.147737472,90562.8842859849,85888.52760184,82757.4588030119,76134.8000314664,81789.7842106398,88636.6143901902,88689.0843820429,114135.192651911,96244.0877449539,87916.9429983311,104246.494592286,98439.5935389932,91964.5926678002
"149","2169",36422.852928772,37699.0414299011,38079.1926721574,39208.0297984315,42340.559296112,40932.2963864146,41976.4352047729,42840.6128237916,34547.2619071189,36938.526803894,37993.3157403574,36510.5838828269,36814.4927098028,34548.07168602,46345.298538437,36955.4447454834
"149","2594",396010.149613669,416569.591787195,403734.767737352,418348.057819565,114089.594528465,105554.7228401,116355.796848682,112003.02363533,366688.433565331,407737.580123445,403693.303933411,407987.878023102,403515.855788791,363885.860901962,111385.650648561,414031.211278076
"149","2392",33267.3682324218,29794.9344311776,32434.7407212759,32311.2513050703,25061.4130118068,23753.854298001,22480.7806133506,24378.5479117376,25452.3321345708,25121.5396619276,63847.2786242675,41524.0825523305,29860.2676073759,29919.1519059774,33074.248151112,32686.4001644065
"149.1","2060",45981.776015395,48777.0636986161,119357.775297951,115737.720369655,7804.4844866373,7238.28482179194,7648.67318819619,6644.48793770835,47572.2532186507,50614.5286393062,120440.037618939,127204.036073002,47037.6248320307,45294.10249652,103296.075736542,120829.348760379
"149.1","779",170257.538757513,149903.903075233,10932.6376967311,15529.0178216967,77709.0516850397,73541.4306025578,11615.7090065266,24899.2331968336,57114.9431234509,45723.5313899741,1707.69007684827,11609.7233301456,248007.710386284,298144.988660482,27174.1400343196,37674.9996527777
"149.1","47",496614.369861264,128112.843379669,97535.9964001465,157966.772337063,105464.111403076,101672.329682693,34232.3636830902,43939.2720098877,619610.500564041,121484.210041292,19324.7114243317,231390.051234025,288774.431042852,53635.9435404969,90127.4908924521,102437.671688392
"150","2795",46981.6420259232,45060.2993607946,45333.841574929,46883.210668838,60316.5891335227,57546.0755745966,57980.2075654739,56747.1397435746,47628.0883365412,43466.1859305695,46302.1442649139,44745.5209197442,45098.7803279109,42195.1777030568,57469.6453579351,45388.6703386466
"150","2594",36292.3932312803,38640.1326644107,38931.822538426,39391.3619316704,14865.1521009892,12882.8260580923,15108.5628545727,15327.1664173853,33054.7581466007,37266.721562128,37212.0680377723,38049.837729811,34913.0996306263,32596.4764916059,17966.1944091985,36946.5014059321
"150.1","286",135406.181411638,222253.921707589,18124.7016642164,85125.2220638021,16715.488400261,13016.2493207578,11339.3473937304,10794.4478577625,170242.41780816,422931.359427085,5259.41276810695,200213.812308443,105061.987303711,168935.534304957,30031.5368337219,97196.1835850306
"150.1","52",176117.327665558,112767.7395972,343228.335520935,165324.539435156,100367.815760847,38276.4773637155,42043.2007016601,73768.0172153793,384408.909702988,76709.2739064697,31703.2197461701,233635.227610896,97417.8513370514,43185.577748291,121508.383293935,29174.6336070557
"151","40",430288.328683339,315123.326977167,967502.540540479,313880.384891801,882436.452067128,687367.494795983,295970.39341298,422227.787966642,369685.280320522,306827.235886071,245389.374815329,154725.140139372,299894.4380896,415539.45108084,612461.476692708,317694.704100453
"152.1","173",533337.870396093,699138.7304625,118076.464876465,372638.925356251,949371.876149999,970206.7847625,360295.374075001,393844.465807167,4425659.06835,7642326.59924999,162684.729189844,2932801.68481875,2613974.46419531,1547053.2564,115012.441852734,249605.231582813
"152.1","274",196423.469732868,113972.724679365,315673.38604526,342338.121135603,330806.86211635,391697.00411638,176606.708800892,664007.177909485,330528.233802383,1668884.47784598,130081.991460129,3780087.16344829,746665.115703799,2410154.84665178,396287.779202587,486356.656138394
"152.1","50",11093708.9743438,12127964.5634483,1770411.14244053,2462663.04669481,7593235.27645834,9701231.528125,10170154.3488101,1399560.3581452,9255305.48739583,9061500.63901042,462288.900712703,3871493.93605915,5389520.20441762,5723320.205625,707870.682450358,2186793.05859375
"153.1","174",67376.6849071124,81897.5437125,18274.5595586697,49382.9334494358,113174.007478125,114619.940221605,69436.8580190807,89867.0075146485,669003.082347656,803941.290974999,30593.7097655274,301771.134854297,292713.202314844,190229.620451389,53668.72075227,60589.2023701173
"153.1","50",2253657.24402883,1079799.32276468,497632.433455353,224369.780036066,674380.751722935,868656.023646763,899060.515510817,184455.466152344,2330660.2101247,824040.055351562,189087.402145589,347811.025980123,925399.329711914,544559.712321428,444872.859205957,250136.314212376
"154.1","48",1925276.43168435,446581.002844849,1924807.54678217,2186879.44068381,297216.937265625,428470.404798889,1815471.68107887,133954.954946022,5609652.70586242,4756728.98420384,201678.120712738,4443482.13346658,3367255.60746253,3327204.44922698,722946.529038428,808773.224604492
"155","253",167698.177943638,212799.000544085,180692.041489955,82275.9375629338,21550.5751276091,21120.3183108958,106551.409026693,64877.846295072,78312.5556884766,97000.9999930246,17707.0482388333,465437.303469826,112157.207925647,149339.341429687,126980.907316811,247299.606905692
"155.1","48",761994.310728149,45355.5495553311,789562.864527283,199684.647380796,29778.6447260076,42610.0972272283,172254.255188837,21425.7453796442,1946667.09970047,448266.994551046,269469.620538025,481735.214865298,753639.804381846,317267.228938293,721513.352298678,81217.7278714122
"156.1","46",568147.228380432,76542.940873169,1038701.35686973,186013.189105225,107407.67603583,99349.8084437779,58435.5338324653,62708.5436207363,999440.626594848,111360.560001918,390026.879064844,1051148.50664006,311022.543886413,179318.383820675,922663.594626736,244934.034978693
"157.1","48",526029.63702583,410531.941035786,1247014.52068125,148889.282119675,275047.587404297,261705.2169375,216046.161296997,279861.799204687,559710.488383364,32724.2223527726,785449.981245561,179780.044200369,310582.448321045,43903.5355706926,868575.074235645,87994.401095874
"158.2","1817",263168.933893698,263403.399065288,278657.294154574,279462.197670202,257542.40104526,245276.077671597,252692.622365298,251110.784612068,272621.54408405,275053.547209823,281750.771442527,282202.953265088,251582.20330863,222791.887751115,258735.674937222,283165.571799571
"159.2","1818",29471.801228551,27182.8062554254,29730.7024030411,30050.1103585381,28625.575985318,29366.3954034212,28797.4725742883,26729.0181335447,29490.0801269529,30074.9876736112,30524.8855041509,30651.7110063827,29140.51440396,25150.686320043,29735.0792355874,29569.2843658449
"159.1","49",160248.029483802,4020.61406327929,1933333.20211284,27814.0333249034,13936.0247091386,8275.01185011639,20117.3618607434,3049.84535893447,120196.847426426,43507.1843213654,84022.0976489788,78659.3819714355,26709.716157615,52671.1002841472,459781.671620407,19091.7298660001
"160.1","69",2177561.59892212,1290245.04347741,1801093.41909763,483661.473102264,32184.3829221528,28224.9773305664,24080.9441431949,49217.0614527163,1353271.62855102,96278.5318395996,88812.1289601467,3027232.90364406,4345766.60934082,12011242.6948344,197573.911513672,1724200.83171158
"161.1","58",466291.553887143,180705.980577257,719918.619035459,56592.6458523559,61919.2433673968,50725.1957320731,8743.83278131505,34494.0120830467,459037.900801391,72671.3735471754,47212.3033440726,61575.001342917,848795.030639649,1350136.76012695,292695.523259766,185219.190705036
"161.1","778",202537.687572117,176049.667326472,11597.4362676639,20343.7616184449,93428.6907264121,87492.8303241435,14031.8864289625,26843.0223527049,64116.2663571874,50098.0302454553,2582.59589523661,9699.01887795821,295480.076089409,355541.097903646,30001.9374455434,41959.7748698307
"162","2781",39006.8147709225,46366.375035782,35619.2772555542,37108.8446889506,31379.1618681689,30239.0055423671,28250.328978516,27709.630563694,35415.7513649369,35739.2777334585,34382.5939205933,32565.6410351945,36842.3764338685,31888.734804637,33851.1259784398,36669.5993530283
"162.1","68",125215.11673152,111717.867708333,86453.8275371704,49306.5225123047,31157.0324088542,36801.6320880597,45587.1549353027,36937.8230662536,168164.542299429,60776.590845735,32477.2552023697,44232.35077771,209872.818648743,348040.391293335,104540.164237697,48649.0601763361
"163","231",5106490.6698236,5575679.88217741,652242.43538793,431400.081396169,2862191.75407258,1919482.31872984,198334.317289062,93101.0439023438,2301839.86134375,2481918.84565625,19236.0824966066,335259.407014869,9791922.57667968,14605684.2241072,885593.578911292,795602.654094828
"163","616",244216.339866984,245703.15197379,560009.140781252,360707.743010066,99910.3347887948,52468.0040500611,356331.487586805,31607.5693641492,387446.679864034,1002532.26236328,7029.13395340501,530228.412252604,519381.176451716,584143.885655935,181281.317271071,386071.734679239
"163","470",184320.287041506,157073.055031823,534880.144804687,329127.869967672,67511.9591285396,51942.9721192743,167364.701054688,7943.22753033845,80795.3202733473,365457.43674569,7912.95104930319,509699.822734374,649560.928547399,1109044.83439655,370642.592683189,691944.379784483
"163.1","779",266610.436214696,234889.148523763,264011.205685763,133560.478163312,123948.774929199,114827.770982948,150062.907328814,34610.1009865158,88586.5019986979,67513.4018446183,3961.03417812377,15948.8294052679,388300.942543402,469030.713522136,219142.434911359,57670.2691293567
"163.1","1719",118720.69809919,121755.548332867,404950.246247216,387556.033258461,14314.2768437443,12537.9680115182,11016.3101941297,10579.9876699415,125853.204094588,132638.103431919,431181.086672715,479134.459809024,123473.137686632,120445.14082482,390674.303350691,442289.0605957
"163.1","53",51815.5849757603,45857.5670684052,56265.1601495361,29415.6113419508,47816.3204382745,44686.7882666016,26233.7407336956,25436.8481616211,72414.8813175102,22103.227392548,59008.2041873832,6279.13205941482,26129.1206333447,21137.3867427026,79237.4364584074,7234.38108341876
"164","228",479730.9976531,517249.678261088,67672.0990791015,23481.3974859349,277994.830327621,189875.050134829,10962.6526217837,5235.85520637595,235798.442851563,245229.780498992,981.295165191094,13251.529422615,910655.645815429,1327100.34776786,95374.6330626261,79719.9463251952
"164.1","62",662415.228029119,1128786.11355469,373063.661536208,401562.653365385,431784.599773543,403907.925480893,453045.179925896,144580.408560893,921147.151256104,1050466.27977483,38232.9485187298,260381.126403809,684751.732316894,1177579.93401094,414214.698783482,840803.517773437
"165.1","2747",651652.031009465,846880.290820323,820686.72464935,711081.900622302,592933.408847659,601810.575632505,710882.464139634,767199.249206025,652575.94820221,708818.278918678,780791.845478383,812115.57243164,677685.929203122,573103.016408543,691423.839818018,839660.389445134
"165.1","67",255475.659692758,288223.707122145,96024.1280168528,599097.351928711,54931.116697365,51177.5740907733,23413.6358489435,13700.5417861384,345086.248518132,266634.689411719,14361.1603542538,1014571.37956146,351185.983989258,239069.055739746,189451.094053711,166462.586896875
"166.1","82",2863398.34032348,3057307.20758545,72119.5027414773,1331557.4947393,1263131.56357361,1065557.97543732,875365.700932617,660589.356277771,1178039.77991333,2437882.14296081,105550.938563919,6762031.70824768,3086391.39202148,2844595.78082074,117804.118066088,499262.899004517
"167","2594",70810.1869443513,73563.5494949749,72330.9630710776,76175.5517788309,20273.9730475918,20163.2555030823,21024.2975548559,19915.9028918991,64530.5272054647,72442.596991762,70504.2155872104,75800.4648702878,71312.8224539184,66014.1848580393,17757.2162959624,72471.5867442321
"167","2169",19765.5553661728,19219.548850717,20349.5420153046,20341.6914055937,23659.1297193908,23859.3533944708,24653.818347656,22613.4574865348,19514.1983104701,21271.7411880493,20093.3132022095,19721.2074290682,20139.8456906897,20143.2437612287,26509.884722786,20869.2771172808
"167.1","2060",122699.18350044,123115.087022553,315915.274941948,308824.852794809,24452.6266723071,22851.6956792531,21806.028739847,23396.2347556799,124152.239895333,130962.100615308,305044.033030236,352598.265727854,124293.541983983,129150.035828854,253302.029723808,321073.666280603
"167.1","797",56084.8348230921,58810.4814127606,77749.1688378906,77952.0736050182,13705.2487960836,12619.4045483523,11687.8047813472,14088.8335251405,55993.5326739034,59374.0803321251,87551.580119441,68160.1588793922,53334.0138818213,44083.9479776002,93758.4016558157,77983.2680704757
"167.1","98",630286.819168436,329209.577064819,216104.854176636,145914.670745584,136003.042716064,116365.132440033,98305.8360302734,75615.5864914339,386238.919102173,271204.87468277,74246.5173910655,697435.363817597,581648.889868469,317805.760939039,310153.999794087,62742.0033164978
"168.1","68",58891.1038775313,82086.3624203213,185297.686675347,114748.992431641,31832.9401583862,16225.130966624,33020.7168434495,24398.5506587219,120122.629935547,71519.8222336713,31642.2417041016,177264.094625244,101379.373342799,241312.053664939,244731.686462402,97746.3695132446
"169","77",232669.686315234,253575.985232813,222902.032678223,266787.32259375,358170.820021875,358664.939844433,277754.088290625,412063.566155859,472042.9656375,381942.42118125,30312.2451689009,257938.649933203,337317.27436875,379973.13140625,399247.014066256,330375.943153125
"169.1","72",38720.772605242,44599.4775465303,241548.605347317,12498.9718430269,1911.09191275666,1810.68365712361,1715.10531875042,1548.11734882671,88080.3849467885,16726.8581277781,36649.7229776001,195082.222609689,62817.4350515625,73547.6727539062,228060.267994679,27511.144493325
"169.1","173",24373.9648896824,33398.0714039016,15593.9048786949,32008.253376709,51846.3395169771,50413.9423921875,23279.2920654771,25301.8910124116,89283.423086313,138849.121413011,16140.6713407962,214144.472260547,53120.336494043,32789.8821905048,26093.6754410266,18313.3230587403
"170","78",109134.318087158,154033.084212799,51404.5899753471,52343.6940005095,46321.1581702149,48304.0365629246,24028.5702593994,33583.1846040344,98434.0947955877,32995.2137703908,37269.3349684397,107731.064745222,127911.160403575,228407.873039551,62985.7731610107,43160.0317250061
"170.1","50",34066.3139489981,42106.8945357422,461053.843395996,23147.3879695313,25678.3720376587,25559.9298575684,39104.6531096649,24515.2329957116,49840.6802382202,24525.6451295471,44000.8793798446,95781.2880479601,51316.9199258962,122811.741445312,256547.834232858,160865.940652902
"171","134",1278810.74576322,1350006.16169271,1250800.59493125,1594472.22649038,207894.190409405,207872.314790625,379774.158493089,546058.494749098,543420.769675781,380437.574241797,63054.4982373751,386057.778846983,1912630.1630599,2282141.31884375,860433.610624999,1797059.25736607
"172","131",103212.577241753,108559.729946289,98141.1198319336,122546.566959635,13805.4547992606,13573.1517521024,30795.8096963501,45180.5842261505,46151.2651547241,27891.2169355358,21302.9844151396,32050.5740190779,158889.759042794,171706.607068965,77829.3510742187,137921.159137835
"173","54",73676.0761611328,100848.874926758,18303.628835261,26079.7187311422,94839.0678431237,94553.4182825237,82591.057246996,124769.50527832,33954.256853309,13087.0733421266,23496.4438516453,59511.5530206299,37331.8846218265,64783.4977509015,184377.53199375,23570.2178056625
"173.2","2130",17117.3655942531,15734.9359616089,20932.9405968753,17939.5384195682,20089.8723374176,19446.0753395877,19759.1071958547,20300.3384553528,17410.7622280884,16452.2308077072,20396.7723907471,17157.9894400024,16931.9252270508,0,19287.2708263311,20271.0369697263
"174.1","51",242448.753587695,304773.801392441,136560.607133203,94551.4707211304,240741.61272583,227113.94889375,113856.591469482,164788.244504013,489231.743052979,131961.385295105,47435.6968620499,96267.0841864014,861811.274879469,536478.180357931,442000.610804443,74709.0497365404
"174.1","173",242568.396540527,327212.277675,70146.4439935547,210673.949934375,548618.076815624,590485.67210625,248262.677062501,265870.500336914,1939106.7497625,3101790.362175,135321.83391709,1147393.88407969,941539.388632437,357036.478875,54533.3844941293,104032.076377047
"175.1","49",95268.1803939156,170651.213419471,69904.5074111939,245591.989500732,61848.2335778045,61550.9830677795,59432.1441040283,42208.6819634033,5425166.34052734,663662.020981641,2675059.52768921,11297485.3385156,1234586.13970093,1641799.07900645,149704.13401468,1075479.3459375
"175.1","698",629609.914166918,512301.789910545,45211.8564070313,55360.406520923,343931.110518705,322024.067810157,30456.6193455504,72506.5414429688,129780.669474753,126354.759173437,1888.56138988316,27444.6054292236,1020543.9678375,1020801.15115312,91929.709649048,117553.902925556
"175.1","174",26339.352892817,38039.6172785156,9751.73551026372,25025.2910435134,60144.2077490234,64898.8939429688,38665.0010390626,53085.942053833,260149.845517383,307613.63030625,21157.5314365983,115463.825132899,100606.120022461,53528.9069517469,34572.6435116752,13595.1405977026
"176","45",180858.157324219,358380.324782826,698799.985733802,710505.95032737,170093.297445891,174248.367570589,459369.727008322,1077648.31572932,1262225.827504,240443.986689453,889637.873541281,816928.933602544,486079.493170258,578106.659058053,896212.436224843,898965.252616383
"176.1","77",167020.637562256,173860.518459375,100673.389757717,148839.267790952,35592.8297842843,29283.2142229352,28106.0498648469,38699.3807723336,3717044.69147334,1660162.26327759,174602.963255687,423834.058510045,649598.597799763,1400133.70553223,170517.19067034,287486.437721637
"176.5","278",65676.775520462,38430.3462867855,71575.3131918761,138037.609630677,305279.906249999,367297.183449219,253215.746153017,653783.873640626,126929.256644531,514851.462189329,26171.2723524226,695789.552849936,190841.298019532,386234.744729434,152679.920859375,234279.228955078
